Date,News,
2019-04-02,Microsoft and BMW launch open manufacturing platform,
2019-04-02,"Microsoft, BMW launch industrial cloud technology partnership",
2019-04-02,"Microsoft, BMW launch industrial cloud technology partnership https://reut.rs/2Uq1OGK pic.twitter.com/WcnueX6xwt",
2019-04-02,"Microsoft, BMW launch industrial cloud technology partnership https://reut.rs/2I3svKK pic.twitter.com/Oa5fCqIfrY",
2019-04-04,Microsoft’s top executives pledged to discuss diversity and harassment issues at monthly employee meetings https://bloom.bg/2K8ock5 ,
2019-04-04,Microsoft’s top executives pledged to discuss diversity and harassment issues at monthly employee meetings https://bloom.bg/2K5t3SZ ,
2019-04-04,Microsoft is joining the tech race to clean up shipping with big data https://bloom.bg/2UgAGuO ,
2019-04-04,Microsoft CEO joins dialogue about sexual-harassment claims after internal email discussion https://cnb.cx/2UiUwFy ,
2019-04-05,"Google and Apple were the first to unveil a “Netflix for video games,” but Microsoft has the big-name games https://bloom.bg/2KbObXR ",
2019-04-05,Microsoft CEO joins dialogue about sexual-harassment claims after internal email discussion https://cnb.cx/2UhucMe ,
2019-04-08,EU data supervisor probes EU bodies' software deals with Microsoft,
2019-04-08,European data supervisor investigates Microsoft contracts with EU bodies,
2019-04-10,Biz groups say judge was right to deny class cert in Microsoft sex-bias case,
2019-04-16,Microsoft turned down facial-recognition sales on human rights concerns,
2019-04-24,Microsoft quarterly revenue beats estimates on cloud growth,
2019-04-24,Microsoft tops $1 trillion as it predicts more cloud growth,
2019-04-25,US STOCKS SNAPSHOT-Nasdaq hits record high at open on strong tech earnings; 3M weighs on Dow,
2019-04-25,"Microsoft market cap touches $1 trillion, pulls above Apple",
2019-04-26,Microsoft hits $1 trillion market cap for the first time as stock jumps on earnings beat https://cnb.cx/2XOuKGF ,
2019-04-26,"If you invested $1,000 in Microsoft in 2009, here's how much money you'd have now via @CNBCMakeIt https://cnb.cx/2XMxcgS ",
2019-04-27,This is how Microsoft billionaire Bill Gates spends his money via @CNBCMakeIthttps://cnb.cx/2ZDkjHJ ,
2019-04-28,Why Jeff Bezos and Microsoft are betting on this $10 trillion energy fix for the planet. https://cnb.cx/2XFRiJy pic.twitter.com/e0SwXQWKiT,
2019-04-29,Microsoft unveiled a partnership with VMware in a bid to bring more customers to its Azure cloud-computing service https://bloom.bg/2GJ3liw ,
2019-04-29,Microsoft unveiled a partnership with VMware in a bid to bring more customers to its Azure cloud-computing service https://bloom.bg/2GIWN3b ,
2019-04-29,"Meet the 10-year-old coder grabbing the attention of Google, Microsoft and Michelle Obama via @CNBCMakeIt https://cnb.cx/2GFbvs2 ",
2019-04-30,"A big shift in cloud war between Amazon, Google, Microsoft is coming: P&G top tech exec https://cnb.cx/2ZO2GVM ",
2019-04-30,"Stocks close a strong April, while Microsoft's market value crosses over $1 trillion https://on.wsj.com/2ZOwNfM ",
2019-05-01,Microsoft's security chief explains why the company is eliminating passwords https://cnb.cx/2GLVLDG ,
2019-05-02,Microsoft rolls out new cloud services for AI and blockchain,
2019-05-02,Microsoft CEO Nadella says he'd be 'disgusted' by celebrating the company's $1 trillion market cap https://cnb.cx/2GUzgwa ,
2019-05-02,"JPMorgan is teaming up with Microsoft on blockchain, aiming to attract more companies to its free-to-use platform https://on.wsj.com/2GVAZ4s ",
2019-05-02,"JPMorgan is teaming up with Microsoft on blockchain, aiming to attract more companies to its free-to-use platform https://on.wsj.com/2GRttaR ",
2019-05-02,How Satya Nadella remade Microsoft into the world’s most valuable company https://bloom.bg/2GS3WOL pic.twitter.com/M8g3xw3EcK,
2019-05-02,Vegan burger company Beyond Meat's IPO sizzles with $25 share price,
2019-05-02,Microsoft’s security chief explains why the company is eliminating passwords https://cnb.cx/2ZQ3ZTS ,
2019-05-07,Microsoft escalates its cloud battle with Amazon after a slew of new Azure announcements https://cnb.cx/2H2rSz0 ,
2019-05-07,Satya Nadella talks up Microsoft’s openness as it aims to grow in cloud https://cnb.cx/2Vllugo ,
2019-05-07,Microsoft escalates its cloud battle with Amazon after a slew of new Azure announcements. https://cnb.cx/2VkAKu2 ,
2019-05-07,Microsoft prepares new tools to combat election hacking https://bloom.bg/2VkjdBT ,
2019-05-07,Big tech companies such as Microsoft are developing autism at work programs to recruit and hire neurodiverse individuals and help them adjust to the workplace,
2019-05-14,"Microsoft to spend $100 million on Kenya, Nigeria tech development hub",
2019-05-14,"Microsoft to spend $100 million on Kenya, Nigeria tech development hub https://reut.rs/2VjmE77 pic.twitter.com/PgTvv3t06z",
2019-05-14,Microsoft exec explains how the Windows 10 upgrade cycle is driving sales growth — and it's only halfway done https://cnb.cx/2VCI8AP ,
2019-05-15,"Microsoft has patched the flaw, but says it is ""highly likely"" it will wind up being exploited by malicious software https://on.wsj.com/2VBwlCW ",
2019-05-15,"Microsoft has patched the flaw, but says it is ""highly likely"" it will wind up being exploited by malicious software https://on.wsj.com/2HvQCQG ",
2019-06-05,"EU court rules against Skype, says it can be classified as telecoms operator",
2019-06-05,"Microsoft, Oracle team up on cloud services in jab at Amazon",
2019-06-06,CORRECTED-Brazil logistics firm Loggi raises $150 mln in new financing round,
2019-06-07,"Meet the 10-year-old coder grabbing the attention of Google, Microsoft, and Michelle Obama. (via @CNBCMakeIt) https://trib.al/CBpINmX ",
2019-06-08,Billionaire Microsoft co-founder Bill Gates says his favorite class is “Big History. ” And you can take it online for free. (via @CNBCMakeIt)https://trib.al/OpLlII0 ,
2019-06-09,"UPDATE 2-Microsoft unveils next-gen ""Project Scarlett"" Xbox console for release in 2020",
2019-06-09,Microsoft unveils deep dive into cloud gaming with its own Google Stadia competitor https://cnb.cx/2QZ5Di0 ,
2019-06-09,Microsoft and Amazon took a look at Looker before Google's $2.6 billion purchase. https://cnb.cx/2IxfBnc ,
2019-06-09,Microsoft offers Xbox Live and Game Pass in a single subscription https://bloom.bg/2R2VQaL ,
2019-06-09,Microsoft unveils next-gen 'Project Scarlett' Xbox console for release in 2020,
2019-06-09,"CORRECTED-Microsoft unveils next-gen ""Project Scarlett"" Xbox console, to release in 2020",
2019-06-10,"Microsoft said it will begin publicly testing its new videogame-streaming initiative in October, just ahead of when Google's competing service is slated to launch https://on.wsj.com/2QX15ZF ",
2019-06-10,Microsoft's next generation Xbox console to be fastest ever https://bloom.bg/2I3Mybv ,
2019-06-10,Microsoft unveils next-gen 'Project Scarlett' Xbox console for release in 2020,
2019-06-10,Mega-cap tech stocks surge for a fifth day as Microsoft hits a record https://bloom.bg/2I77lLy ,
2019-06-10,Marc Benioff of Salesforce has Microsoft envy https://bloom.bg/2R18UgZ  via @bopinion,
2019-06-11,Microsoft XCloud game service to offer free streaming to phones https://bloom.bg/2R9wlVu ,
2019-06-11,"Amazon embraces U.S. government business, despite occasional controversy",
2019-06-11,Microsoft XCloud game service to offer free streaming to phones https://bloom.bg/2I8JAmj ,
2019-06-11,Traders bet on a big short-term move in Microsoft as tech giant hits all-time high $MSFT,
2019-06-11,"Dropbox is promoting a new desktop workspace and updates to its web site and mobile app, upping it's rivalry with Google and Microsoft https://bloom.bg/2R6m1gN ",
2019-06-19,"Dell, HP, Microsoft, Intel oppose proposed tariffs on laptops, tablets",
2019-07-10,Microsoft opens first European store in London's West End,
2019-07-17,"Microsoft, AT&T ink cloud deal worth more than $2 billion",
2019-07-17,"Microsoft, AT&T sign cloud deal worth more than $2 billion",
2019-07-18,"Microsoft shares hit record highs, powered by growing cloud sales",
2019-07-18,Microsoft beats revenue estimates on cloud boost,
2019-07-19,"US STOCKS-Wall St edges higher on Microsoft's beat, rate cut optimism",
2019-07-19,"US STOCKS-Wall St slightly higher on Microsoft results, rate cut hopes",
2019-07-19,"US STOCKS SNAPSHOT-Wall St opens higher after Microsoft's beat, rate cut euphoria",
2019-07-19,"US STOCKS-Wall St rises on Microsoft's beat, rate cut euphoria",
2019-07-19,"US STOCKS-Wall St set to open higher after Microsoft's beat, rate cut bets rise",
2019-07-19,"GLOBAL MARKETS-Stocks up on Fed rate cut hopes, Microsoft results; dollar bounces",
2019-07-19,Trump says he's looking into a Pentagon cloud contract for Amazon or Microsoft because we're getting tremendous complaints,
2019-07-19,Microsoft's biggest business segment is now the one that includes its Azure cloud https://cnb.cx/32CYNUG ,
2019-07-19,Republican lawmakers urge Trump not to delay the $10 billion Pentagon cloud contract Amazon and Microsoft want https://cnb.cx/2Y3hCgy ,
2019-07-19,"Wall St. edges higher on Microsoft's beat, rate cut optimism ",
2019-07-19,"Microsoft shares hit record highs, powered by growing cloud sales ",
2019-07-19,"Stocks making the biggest moves in the premarket: Microsoft, Chewy, Boeing, AMC & more https://cnb.cx/2Y0yp3V ",
2019-07-19,"Microsoft shares hit record highs, powered by growing cloud sales ",
2019-07-19,Microsoft brightens Wall St. mood as rate cut hopes rise,
2019-07-19,"Microsoft beats on earnings, stock ticks up",
2019-07-19,"Stocks making the biggest moves midday: Gannett, Microsoft, CrowdStrike, AMC & more https://cnb.cx/32zNdd6 ",
2019-07-19,Shares in Microsoft climb after the company posted record revenue in the latest quarter. https://on.wsj.com/2Y2Serh ,
2019-07-20,Microsoft's biggest business segment is now the one that includes its Azure cloud. https://cnb.cx/2Y3b6X9 ,
2019-07-22,"Microsoft settles U.S. charges it violated anti-bribery law, accepts criminal fine--SEC",
2019-07-22,Microsoft to invest $1 billion in OpenAI,
2019-07-22,Microsoft to pay criminal fine to settle U.S. anti-bribery charges,
2019-07-24,"Facebook ends Microsoft, Sony access to friend data",
2019-07-26,"SoftBank Group's $108 billion Vision Fund 2 draws in Microsoft, Apple",
2019-07-26,"SoftBank Group's $108 billion Vision Fund 2 draws in Microsoft, Apple ",
2019-07-26,"SoftBank Group's $108 billion Vision Fund 2 draws in Microsoft, Apple ",
2019-07-26,"SoftBank lists Apple, Microsoft and Japanese banks among investors who have committed $108 billion for its second Vision Fund  ",
2019-07-28,An early look at how Microsoft is sprucing up its 500-acre campus to recruit tech talent https://cnb.cx/2SUlwrf ,
2019-07-28,Microsoft announced it is investing $1 billion in Elon Musk's artificial intelligence project last week. https://cnb.cx/2YlDnIH ,
2019-07-29,Microsoft buys a start-up whose software limits access to sensitive data https://cnb.cx/2SOpUbd ,
2019-07-29,"Mastercard, Microsoft, Amazon and PayPal are among the market’s most crowded trades https://on.wsj.com/2JYsuZ9 pic.twitter.com/1xQq7sjRFO",
2019-07-30,Breakingviews - Tim Cook plays tortoise to Satya Nadella’s hare,
2019-07-30,Microsoft buys a start-up whose software limits access to sensitive data,
2019-07-31,Apple poised to join Microsoft in the trillion-dollar market cap club https://on.wsj.com/2K5VfDi ,
2019-08-01,"Apple and Microsoft vie for top market spot, but only one will win $AAPL $MSFT (via @TradingNation)https://cnb.cx/2K9acEx ",
2019-08-01,Fortnite star Tyler 'Ninja' Blevins is moving from Twitch to Microsoft's competing service https://cnb.cx/2K8p7Po ,
2019-08-01,"Tyler “Ninja” Blevins, one of the top video game streamers on Amazon's Twitch platform is jumping to rival Mixer, which is owned by Microsoft https://bloom.bg/2Kaxlqb ",
2019-08-02,Fortnite star Tyler 'Ninja' Blevins is moving from Twitch to Microsoft's competing service https://cnb.cx/2SXNa6F ,
2019-08-03,"Fortnite star Tyler ""Ninja"" Blevins announced earlier this week that he's is moving from Twitch to Microsoft's competing service. https://cnb.cx/2T0cCIF ",
2019-08-08,TABLE-Latin American unicorns,
2019-08-12,"Reliance-Microsoft cloud tie-up poses threat to Amazon, Google in India",
2019-08-14,Microsoft's latest privacy policy says vendors listen to voice data,
2019-08-19,"Microsoft, Nvidia team up for more realistic visuals on Minecraft game",
2019-08-25,"MEDIA LINK-University of Notre Dame buys Netflix stock, cuts holdings in Microsoft -Barron's",
2019-08-29,Microsoft says new augmented reality headset to go on sale in September,
2019-09-06,TomTom: Microsoft integrating our navigation in connected vehicles platform,
2019-09-09,Microsoft's LinkedIn loses appeal over access to user profiles,
2019-09-13,"Tech companies won't wait for U.S. to act on social media laws, Microsoft's president says",
2019-09-18,Microsoft approves $40 billion share repurchase program,
2019-09-18,Microsoft approves $40 bln share repurchase program,
2019-09-19,Microsoft will stop telling investors how many people use Xbox Live as growth of game service slows https://cnb.cx/30t3FcL ,
2019-09-19,"Stocks making the biggest moves premarket: AT&T, Microsoft, Darden Restaurants, Tesla & more https://cnb.cx/30A0YGJ ",
2019-09-19,India's Eros Now ties up with Microsoft's Azure platform https://reut.rs/30vcgMf pic.twitter.com/iDSrDQkKxL,
2019-09-19,"Microsoft, energy stocks lift Wall Street at open",
2019-09-19,"GLOBAL MARKETS-Shares rise after Fed cut, oil prices jump",
2019-09-19,"US STOCKS-Microsoft, health shares boost Wall St; S&P 500 eyes record high",
2019-09-19,"Shares edge up after Fed rate cut, oil prices gain",
2019-09-19,Microsoft nominates GSK CEO Walmsley to board,
2019-09-19,"US STOCKS SNAPSHOT-Microsoft, energy stocks lift Wall Street at open",
2019-09-19,US STOCKS-Microsoft drives S&P 500 near record high,
2019-09-19,India's Eros Now ties up with Microsoft's Azure platform,
2019-09-24,Microsoft moves a step closer to bringing its cloud-gaming service to Android phones https://cnb.cx/2kZqdDy ,
2019-09-25,Microsoft challenges federal judge's order on 'sneak and peek' searches,
2019-09-25,Microsoft will soon let you play Xbox games from Android phones,
