ent1PC1,ent1PC2,ent2PC1,ent2PC2,Returns,StochK,WillR,RSI,Target
0.22397983,0.26052729999999996,0.018173698000000002,0.22069609,-0.03541143409297691,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,0
0.39602467,0.12371223,-0.03343832,0.31431836,-1.4565566700183927,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,1
-0.033738017,0.14538771,-0.0019604976,0.22562453,0.6503852621819167,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,1
-0.061626762,0.18060802,0.04161321,-0.13770586,0.0784130705638787,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,0
0.1472767,-0.23795305,-0.3214991,0.33500034,-1.181554383905777,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,1
-0.25834389999999996,-0.10516376,-0.20038547,-0.1468514,0.8819499302687308,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,1
-0.19152172,0.052377157,-0.19305734,0.15846702,0.10337483778356969,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,0
0.06773725,0.37813944,0.5207505,0.03370476,-0.6698984832308793,-0.016498536789779236,0.17688231349398403,0.0017469004660714432,1
0.056601952999999997,0.42029783,0.14282379,0.49141952,1.4392597752621992,-0.4388086619656358,0.17688231349398403,0.0017469004660714432,0
-0.25834389999999996,-0.10516376,-0.21981382,-0.33886257,-0.23137364812177286,-0.540827350656827,0.17688231349398403,0.0017469004660714432,0
-0.21381679999999997,0.16941692,-0.22110175,0.15999621,-5.433865074595363,-0.2600801773412071,0.17688231349398403,0.0017469004660714432,0
0.13417484,-0.07493912,0.113408156,0.33690697,-2.0763406035428233,0.07068046858202463,0.17688231349398403,0.0017469004660714432,1
-0.25834389999999996,-0.10516376,-0.058200784000000005,-0.38434517,1.0667924645643514,0.5042169661799669,0.17688231349398403,0.0017469004660714432,0
-0.25834389999999996,-0.10516376,0.111160204,0.13677624,-0.3181124715067895,0.6035306413297246,-0.2617800064283945,0.0017469004660714432,1
0.65882194,-0.1744099,0.42042529999999995,-0.35463485,0.6343667877925673,0.4056063288132757,-0.15350220154657318,-2.2621836228627736,1
-0.25834389999999996,-0.10516376,-0.20105332,-0.06729667,0.24341164367837975,0.0672882685073693,-0.1035259104872621,-2.1391441076817292,0
-0.041937344,0.098901406,-0.20038544,-0.14685136,-0.3827333994607377,-0.30462516150011704,-0.14933736333882366,-2.19947583407907,1
-0.25834389999999996,-0.10516376,0.36617473,-0.017046146,0.8844168276878166,-0.4763028769322282,-0.06984068947345233,-1.8153645581965057,1
-0.20091216,-0.1937906,-0.07726515,0.51287603,0.9893909204573723,-0.5798520936681246,0.11697402733521196,-1.409330775796031,0
-0.44296549999999996,-0.39072967,-0.45397040000000005,-0.027352717000000002,-0.15047361591143094,-0.6497748309591987,0.10521935891958707,-1.4277593191504612,1
