,ent1PC1,ent1PC2,ent2PC1,ent2PC2
188,-0.2583439,-0.10516376,0.11691917,0.16840355
189,0.14272766,0.06620135,-0.19588205,0.14955334
190,-0.15879922,-0.029628174,-0.09208883,0.20395337
191,-0.2138168,0.16941692,0.026479889,0.0011581901
192,-0.2583439,-0.10516376,-0.40327927,0.14509927
193,-0.19152172,0.052377168,-0.19390795,-0.14051902
194,-0.2583439,-0.10516376,-0.033314247,0.03172877
195,0.65882194,-0.1744099,0.33550382,-0.3571013
196,0.2567909,-0.0021566264,-0.34504297,0.01704021
197,-0.2583439,-0.10516376,0.083669044,0.50612354
198,0.65882194,-0.1744099,0.15104339,0.013432661
199,0.06913493,-0.2037298,-0.19390795,-0.14051902
200,0.65882194,-0.1744099,0.37046027,-0.24235299
201,0.65882194,-0.1744099,0.07261151,-0.7566695
202,0.65882194,-0.1744099,0.26661375,-0.3875304
203,0.023361877,0.59987783,-0.0019909039,0.06579312
204,0.039362304,0.5917514,0.3048365,-0.06065693
205,-0.05670188,0.15245594,-0.09794782,0.28222993
206,0.19525261,0.069989175,0.030349582,0.29747453
207,0.42562312,0.3554689,0.052481286,0.2931848
208,-0.03958518,0.380749,-0.09794782,0.28222993
209,-0.15839203,0.03973292,-0.13335547,0.19449304
210,0.025129793,-0.2938106,-0.25776255,0.3864439
211,-0.2583439,-0.10516376,0.6652004,0.13861427
212,-0.17064147,0.28176332,0.20686784,0.06636103
213,0.08265777,-0.11033441,0.45198324,0.4854873
214,0.072777845,0.15487666,-0.079791,0.17598315
215,-0.013819936,0.06472015,-0.34194875,0.18647037
216,-0.15435284,0.40619633,0.34943002,0.00011937649
217,-0.2583439,-0.10516376,-0.20963944,0.033486824
218,-0.16589555,-0.13599566,-0.07458439,-0.005458548
219,-0.2583439,-0.10516376,-0.31847665,-0.26525146
220,-0.2583439,-0.10516376,-0.024571668,0.1572421
221,-0.061626762,0.18060814,0.17043759,0.014839026
222,-0.34783816,0.27402264,0.58660203,-0.12137926
223,-0.080605134,0.15462959,-0.4539704,-0.027352717
224,-0.38405678,0.55297196,-0.31847665,-0.26525146
225,-0.09127327,-0.04494719,-0.13122039,-0.24326056
226,-0.2583439,-0.10516376,-0.34504297,0.01704021
227,-0.2583439,-0.10516376,-0.34504297,0.01704021
228,0.29753873,-0.19509451,0.028426241,0.48458728
229,0.1964382,-0.02184873,-0.08017169,0.12022561
230,-0.2583439,-0.10516376,-0.15948074,0.21649207
231,-0.2583439,-0.10516376,0.067152895,-0.23629528
232,-0.2583439,-0.10516376,-0.59537697,0.0073040375
233,0.28750756,-0.18090378,0.036093317,0.5534933
234,0.13256492,-0.04479381,0.4088409,0.5360609
235,-0.23247902,0.27674136,0.33567291,-0.0833079
236,0.023260033,0.08766345,-0.033314247,0.03172877
237,-0.33551887,-0.21754137,-0.42175552,-0.16805595
238,-0.2583439,-0.10516376,-0.3509999,0.23870862
239,-0.2583439,-0.10516376,0.6350477,0.07962016
240,0.014090346,-0.19949293,-0.27335858,-0.033017356
241,0.2785895,0.57544756,0.06424278,0.1312023
242,-0.20601203,-0.20556809,-0.00045115253,0.3963639
243,0.41682866,0.23119661,0.60545295,-0.3365711
244,-0.2583439,-0.10516376,-0.00045115253,0.3963639
245,0.65882194,-0.1744099,-0.09794782,0.28222993
246,-0.2583439,-0.10516376,-0.21974298,-0.07531783
247,0.65882194,-0.1744099,0.07261151,-0.7566695
248,-0.2583439,-0.10516376,0.2387866,0.23948759
249,-0.2583439,-0.10516376,-0.59537697,0.0073040375
250,0.65882194,-0.1744099,0.07261151,-0.7566695
251,-0.44032642,0.09931279,0.07707333,-0.30097133
252,-0.1947125,0.5098788,0.39645126,-0.014125919
253,-0.2583439,-0.10516376,-0.37847903,0.21056856
254,-0.2583439,-0.10516376,0.3019557,-0.02021627
255,0.42562312,0.3554689,-0.08197885,-0.0686963
256,0.066746846,0.12386974,-0.25813502,0.1932723
257,0.25634298,0.4474387,0.53319865,0.36230952
258,-0.2583439,-0.10516376,-0.5847697,-0.06858061
259,-0.2583439,-0.10516376,0.21787053,-0.048487186
260,-0.2583439,-0.10516376,-0.34504297,0.01704021
261,-0.018420078,-0.021642009,-0.033314247,0.03172877
262,0.22945178,0.12416124,0.059833538,0.13023584
263,0.274131,-0.43213093,0.07261151,-0.7566695
264,-0.2841098,0.18080758,-0.17498095,0.03166224
265,0.25621557,0.13671523,0.01353818,0.20418914
266,-0.33551887,-0.21754137,-0.35666254,0.21610968
267,-0.004138428,-0.090440236,-0.23413008,0.33394727
268,0.65882194,-0.1744099,0.09806962,-0.037515584
269,0.068456985,0.08959515,0.3999669,0.32477137
270,-0.2583439,-0.10516376,-0.5847697,-0.06858061
271,-0.25755045,-0.44684282,-0.5847697,-0.06858061
272,-0.2583439,-0.10516376,-0.03714445,-0.07667236
273,-0.2583439,-0.10516376,-0.49105752,0.19366412
274,-0.15879922,-0.029628174,-0.25924256,0.23782974
275,-0.2583439,-0.10516376,-0.37947246,-0.0054337704
276,-0.37808067,-0.035550196,-0.34504297,0.01704021
277,-0.2583439,-0.10516376,0.4161087,-0.024694948
278,0.6146133,0.01389673,0.609811,-0.31487837
279,0.65882194,-0.1744099,0.07261151,-0.7566695
280,-0.2583439,-0.10516376,-0.15255187,-0.052170616
281,0.28750756,-0.18090378,0.067152895,-0.23629528
282,0.65882194,-0.1744099,0.07261151,-0.7566695
283,0.44433138,0.3504306,0.47577405,0.006488489
284,-0.44032642,0.09931279,0.0021128005,-0.07773458
285,-0.2583439,-0.10516376,-0.54294586,-0.14985357
286,0.65882194,-0.1744099,-0.21979553,0.24363515
287,-0.3271371,0.42480922,0.41724685,-0.064571165
288,0.14974117,0.06996657,0.17413121,0.39430547
289,0.072777845,0.15487666,0.026132159,0.2632566
290,-0.2583439,-0.10516376,-0.033438303,0.3143185
291,-0.06556301,0.14253895,0.17154618,-0.24761222
292,0.14974117,0.06996657,-0.033438303,0.3143185
293,-0.15839203,0.03973292,0.54338974,-0.09060366
294,0.65882194,-0.1744099,-0.13335547,0.19449304
295,0.65882194,-0.1744099,0.29733986,-0.40909714
296,-0.2583439,-0.10516376,-0.20038544,-0.14685136
297,-0.2583439,-0.10516376,0.15444416,-0.06564894
298,-0.2583439,-0.10516376,0.06593454,-0.04861159
299,-0.2583439,-0.10516376,-0.4803969,-0.0684757
300,0.39602464,0.12371281,-0.11444699,0.11044934
301,-0.39536744,0.17138088,0.16219255,-0.4082572
302,-0.37808067,-0.035550196,-0.23892564,-0.45157492
303,-0.018420078,-0.021642009,0.45507523,0.12355635
304,-0.037736528,0.25142914,-0.09794782,0.28222993
305,-0.108426645,0.08270393,0.07209936,0.12505181
306,-0.2583439,-0.10516376,-0.16695067,0.24488974
307,-0.2583439,-0.10516376,-0.052870046,0.33293235
308,-0.2583439,-0.10516376,-0.27740633,-0.40773153
309,0.19498251,0.19609375,0.14282379,0.49141952
310,-0.2583439,-0.10516376,0.12484616,-0.24180083
311,0.65882194,-0.1744099,0.35719398,-0.3846362
312,-0.33551887,-0.21754137,-0.033314247,0.03172877
313,0.026537837,-0.4540591,0.19932905,0.3851261
314,-0.44032642,0.09931279,0.13388748,0.124022216
315,-0.13259247,-0.013682986,-0.34194875,0.18647037
316,-0.02110905,0.45161793,-0.10750922,0.3024756
317,-0.02599379,0.54933894,0.33397678,0.22776736
318,-0.0818049,0.013904528,-0.033438303,0.3143185
319,-0.2583439,-0.10516376,-0.066149905,-0.14353694
320,-0.25755045,-0.44684282,0.08617833,-0.04039407
321,-0.2583439,-0.10516376,-0.0688088,-0.5185429
322,0.28750756,-0.18090378,0.067152895,-0.23629528
323,0.274131,-0.43213093,0.067152895,-0.23629528
324,0.056601953,0.42029783,0.36769363,-0.02047678
325,0.19982527,0.29612002,0.38266963,0.37292463
326,0.2567909,-0.0021566264,0.23594774,-0.28074834
327,-0.26805863,-0.076070875,-0.24752438,0.19521692
328,-0.2583439,-0.10516376,-0.31371137,-0.114762366
329,0.07108457,0.0361317,0.20303288,0.30404302
330,-0.2583439,-0.10516376,-0.4539704,-0.027352717
331,-0.33551887,-0.21754137,-0.33290192,0.025414182
332,-0.094484694,-0.041032206,-0.55216914,-0.015564592
333,0.65882194,-0.1744099,0.20825805,-0.27039158
334,0.16589518,-0.16709512,0.37890723,0.32353377
335,0.65882194,-0.1744099,0.20182748,-0.27157992
336,0.65882194,-0.1744099,0.07261151,-0.7566695
337,0.6253068,-0.4350312,0.02700299,-0.18963747
338,0.19730291,0.2549397,0.3920738,0.09531032
339,0.274131,-0.43213093,0.26661375,-0.3875304
340,0.32148662,-0.34656245,0.07261151,-0.7566695
341,0.5035441,-0.5022766,0.07261151,-0.7566695
342,-0.101988144,0.46210596,0.21686052,-0.007494296
343,0.274131,-0.43213093,0.07261151,-0.7566695
344,0.32148662,-0.34656245,0.07261151,-0.7566695
345,-0.15879922,-0.029628174,-0.19971085,0.16380118
346,-0.08948144,0.47720104,0.41138634,0.35775164
347,-0.15879922,-0.029628174,0.002073597,0.09126886
348,0.038258266,0.17281662,0.24452573,0.17594093
349,-0.2583439,-0.10516376,-0.08197885,-0.0686963
350,-0.31717658,0.17700662,-0.052870046,0.33293235
351,-0.2583439,-0.10516376,0.4248342,0.26712158
352,0.30483922,0.07424657,0.16931838,-0.40825704
353,0.65882194,-0.1744099,0.07261151,-0.7566695
354,-0.2583439,-0.10516376,0.0134423915,-0.019851916
355,0.065066025,0.38799337,-0.09794782,0.28222993
356,0.065066025,0.38799337,-0.09794782,0.28222993
357,0.65882194,-0.1744099,0.15104339,0.013432661
358,0.65882194,-0.1744099,0.29733986,-0.40909714
359,-0.31717658,0.17700662,-0.052870046,0.33293235
360,-0.37808067,-0.035550196,-0.0688088,-0.5185429
361,-0.2583439,-0.10516376,-0.22356158,-0.30204743
362,0.65882194,-0.1744099,0.11462377,0.8603267
363,0.29881266,0.36233288,-0.17804047,0.30727515
364,-0.2583439,-0.10516376,0.102637194,-0.2672363
365,0.4084944,0.56886375,-0.07458439,-0.005458548
366,0.113600716,-0.09251306,-0.4539704,-0.027352717
367,-0.2583439,-0.10516376,-0.04188303,0.07437547
368,-0.2583439,-0.10516376,0.07747369,-0.3858873
369,0.47336593,0.11599252,0.21177262,0.6089332
370,0.65882194,-0.1744099,0.21177262,0.6089332
371,0.13417484,-0.07493912,0.5908002,0.51431924
372,0.710303,-0.29473764,0.37046027,-0.24235299
373,0.065066025,0.38799337,0.45507523,0.12355635
374,0.06615008,-0.040299304,-0.37076247,0.30584246
375,-0.15879922,-0.029628174,0.21177262,0.6089332
376,0.28750756,-0.18090378,0.067152895,-0.23629528
377,-0.2583439,-0.10516376,0.3114844,-0.25543383
378,-0.13236612,0.36418664,-0.21981382,-0.33886257
379,-0.02110905,0.45161793,0.10823242,0.13343601
380,-0.2583439,-0.10516376,-0.25776255,0.3864439
381,-0.2583439,-0.10516376,-0.18741463,-0.6833405
382,-0.2583439,-0.10516376,0.4357644,-0.085978664
383,-0.2583439,-0.10516376,-0.59537697,0.0073040375
384,-0.2583439,-0.10516376,-0.33290192,0.025414182
385,0.072777845,0.15487666,-0.4539704,-0.027352717
386,-0.2519274,0.33019182,-0.21981382,-0.33886257
387,-0.0818049,0.013904528,0.6154063,0.2753765
388,-0.2583439,-0.10516376,-0.5847697,-0.06858061
389,-0.25755045,-0.44684282,-0.15255187,-0.052170616
390,0.10443916,-0.17957853,-0.41847208,0.038153335
391,-0.039403137,-0.13569115,0.5937267,0.10328815
392,-0.37596625,-0.16337527,0.06691306,0.22727612
393,0.31415597,0.23720573,0.009282853,0.5669644
394,-0.26516166,0.34580746,0.10003974,-0.21946543
395,-0.2583439,-0.10516376,0.36769363,-0.02047678
396,-0.6625464,-0.110159285,-0.4539704,-0.027352717
397,0.14974117,0.06996657,0.062221773,0.040187564
398,-0.15879922,-0.029628174,-0.033314247,0.03172877
399,-0.2583439,-0.10516376,0.61032784,0.09727271
400,-0.2583439,-0.10516376,0.088996,0.10547661
401,-0.37596625,-0.16337527,0.29994547,0.23902224
402,-0.13236612,0.36418664,0.33705992,0.31466284
403,0.14974117,0.06996657,0.25408652,0.3124374
404,-0.025904715,0.5926082,0.41625598,0.24631117
405,0.14974117,0.06996657,0.123333104,0.383873
406,-0.2583439,-0.10516376,0.49810988,0.014987035
407,0.113600716,-0.09251306,-0.3930479,0.001907234
408,0.65882194,-0.1744099,0.37046027,-0.24235299
409,0.14474316,0.3301502,-0.20038544,-0.14685136
410,-0.2583439,-0.10516376,-0.25568897,-0.24994318
411,-0.19152172,0.052377168,0.21613517,0.018169006
412,0.18198627,0.28100896,0.5139866,-0.47016254
413,-0.2583439,-0.10516376,-0.34504297,0.01704021
414,-0.2583439,-0.10516376,0.59279853,0.030408328
415,-0.2583439,-0.10516376,-0.29776618,0.2563486
416,0.14974117,0.06996657,0.062221773,0.040187564
417,-0.37808067,-0.035550196,-0.2230973,-0.15573552
418,0.65882194,-0.1744099,0.17256442,-0.06038025
419,0.32148662,-0.34656245,0.17256442,-0.06038025
420,-0.12813726,0.3466443,-0.20343418,0.20621133
421,-0.2583439,-0.10516376,-0.033314247,0.03172877
422,-0.15879922,-0.029628174,-0.20343418,0.20621133
423,0.14974117,0.06996657,-0.0688088,-0.5185429
424,0.65882194,-0.1744099,0.07261151,-0.7566695
425,-0.2583439,-0.10516376,0.25408652,0.3124374
426,-0.19152172,0.052377168,-0.35666254,0.21610968
427,-0.29199216,0.15482143,0.07747369,-0.3858873
428,0.023260033,0.08766345,0.33330968,0.4095343
429,-0.2583439,-0.10516376,0.10261231,0.02765615
430,0.65882194,-0.1744099,0.028426241,0.48458728
431,-0.2583439,-0.10516376,-0.04188303,0.07437547
432,0.08320956,0.06049621,-0.25776255,0.3864439
433,0.03977873,-0.13529395,-0.25776255,0.3864439
434,0.274131,-0.43213093,-0.16839668,0.49976882
435,-0.02110905,0.45161793,-0.25776255,0.3864439
436,0.26179636,0.21155405,-0.25776255,0.3864439
437,0.65882194,-0.1744099,0.07261151,-0.7566695
438,0.072777845,0.15487666,-0.052870046,0.33293235
439,0.32228422,0.08739567,-0.07923618,-0.21818185
440,0.65882194,-0.1744099,0.15104339,0.013432661
441,0.065066025,0.38799337,0.31239322,0.35703692
442,0.27023557,-0.11340599,-0.19971085,0.16380118
443,-0.15879922,-0.029628174,-0.20343418,0.20621133
444,0.008023058,0.16783732,-0.09794782,0.28222993
445,-0.2583439,-0.10516376,0.07171317,0.15895212
446,0.0020225814,0.006627512,-0.1037116,0.17745839
447,0.65882194,-0.1744099,0.07261151,-0.7566695
448,0.710303,-0.29473764,0.26661375,-0.3875304
449,0.65882194,-0.1744099,0.07261151,-0.7566695
450,0.65882194,-0.1744099,0.07261151,-0.7566695
451,0.65882194,-0.1744099,0.15104339,0.013432661
452,-0.15879922,-0.029628174,0.07261151,-0.7566695
453,0.274131,-0.43213093,0.07261151,-0.7566695
454,-0.37347344,0.033698205,0.38218808,0.10037678
455,0.06594988,-0.42885482,-0.25776255,0.3864439
456,0.65882194,-0.1744099,0.07261151,-0.7566695
457,-0.15879922,-0.029628174,-0.21858452,0.34831345
458,-0.2583439,-0.10516376,-0.19275323,-0.03732425
459,0.08320956,0.06049621,0.41140682,-0.2671455
460,0.65882194,-0.1744099,0.41140682,-0.2671455
461,0.65882194,-0.1744099,0.37046027,-0.24235299
462,0.21435623,-0.081294246,0.07261151,-0.7566695
463,0.023260033,0.08766345,-0.19336034,0.057324946
464,0.072777845,0.15487666,-0.20038544,-0.14685136
465,0.65882194,-0.1744099,0.067152895,-0.23629528
466,0.023260033,0.08766345,0.4853851,0.20990014
467,0.274131,-0.43213093,0.07261151,-0.7566695
468,-0.2583439,-0.10516376,-0.033314247,0.03172877
469,-0.15839203,0.03973292,-0.08197885,-0.0686963
470,-0.2583439,-0.10516376,-0.08197885,-0.0686963
471,0.059469122,0.11049499,0.106955945,0.37041062
472,-0.19713666,0.0758994,-0.4539704,-0.027352717
473,0.16589518,-0.16709512,0.106955945,0.37041062
474,0.3061746,-0.012310518,-0.25776255,0.3864439
475,0.5035441,-0.5022766,-0.09794782,0.28222993
476,0.274131,-0.43213093,0.07261151,-0.7566695
477,-0.08767027,0.05458079,0.17627555,0.21315412
478,-0.27973613,0.10855318,-0.4539704,-0.027352717
479,0.18828118,0.69199145,-0.4539704,-0.027352717
480,0.33752,0.20730811,-0.008915003,0.11226331
481,-0.2583439,-0.10516376,0.28219572,0.18161201
482,0.3136012,0.33173078,0.38218808,0.10037678
483,-0.2583439,-0.10516376,0.088646546,-0.023663929
484,-0.2138168,0.16941692,-0.4539704,-0.027352717
485,-0.08155622,0.56146246,-0.04245569,-0.11388898
486,-0.25755045,-0.44684282,-0.15255187,-0.052170616
487,0.072777845,0.15487666,0.15824802,0.08635828
488,0.24941777,0.20238265,0.20356077,0.20607907
489,0.65882194,-0.1744099,0.41140682,-0.2671455
490,0.3747657,0.62206656,0.114140145,0.20907569
491,-0.12813726,0.3466443,0.0071231863,0.08398185
492,-0.0818049,0.013904528,0.36169884,0.07108498
493,-0.27961496,0.483086,0.3934322,-0.22512117
