,ent1PC1,ent1PC2,ent2PC1,ent2PC2
494,-0.20406093,-0.14445034,0.10145211,0.028422723
495,-0.18556091,0.17923573,0.5754565,-0.04277846
496,0.14974117,0.06996657,0.0071231863,0.08398185
497,-0.2583439,-0.10516376,0.4011448,0.059171233
498,0.13417484,-0.07493912,0.33330968,0.4095343
499,-0.37808067,-0.035550196,-0.04188303,0.07437547
500,-0.2583439,-0.10516376,-0.0072515793,0.23251136
501,-0.19152172,0.052377168,0.49810988,0.014987035
502,-0.37808067,-0.035550196,0.015972743,-0.15453145
503,0.06913493,-0.2037298,-0.4539704,-0.027352717
504,-0.13236612,0.36418664,0.15146522,0.21059535
505,0.27291128,0.24848525,-0.4539704,-0.027352717
506,-0.10337712,0.07480172,0.05039924,-0.08411542
507,0.65882194,-0.1744099,0.41140682,-0.2671455
508,0.20185268,-0.007062021,-0.4539704,-0.027352717
509,0.013916303,0.06961867,0.38218808,0.10037678
510,-0.2583439,-0.10516376,-0.6215781,-0.0013395388
511,0.65882194,-0.1744099,0.07261151,-0.7566695
512,0.13417484,-0.07493912,-0.25813502,0.1932723
513,0.65882194,-0.1744099,0.15104339,0.013432661
514,-0.33551887,-0.21754137,-0.21858452,0.34831345
515,0.26975152,0.31117618,0.38218808,0.10037678
516,0.65882194,-0.1744099,0.07261151,-0.7566695
517,0.25621557,0.13671523,-0.4539704,-0.027352717
518,-0.33551887,-0.21754137,-0.04188303,0.07437547
519,-0.04387326,0.26873142,-0.07447172,0.033979505
520,-0.33551887,-0.21754137,0.1553156,0.046985682
521,0.65882194,-0.1744099,0.36090267,-0.39551574
522,0.2403033,-0.008398695,-0.4539704,-0.027352717
523,-0.2583439,-0.10516376,-0.28813082,-0.08341342
524,0.211939,-0.04051213,-0.4539704,-0.027352717
525,0.65882194,-0.1744099,0.07261151,-0.7566695
526,0.274131,-0.43213093,0.07261151,-0.7566695
527,0.0065287747,0.115970895,0.38218808,0.10037678
528,0.1412956,0.46771812,0.38218808,0.10037678
529,-0.2583439,-0.10516376,-0.44914994,-0.08633786
530,-0.2583439,-0.10516376,0.064540416,-0.11792942
531,0.033225123,0.2721548,0.049515978,0.09866772
532,-0.02110905,0.45161793,0.38218808,0.10037678
533,0.110320605,0.4498233,0.38218808,0.10037678
534,0.65882194,-0.1744099,0.07261151,-0.7566695
535,-0.2583439,-0.10516376,-0.08197885,-0.0686963
536,0.39602464,0.12371281,0.21388601,-0.46980092
537,-0.2138168,0.16941692,-0.20975983,0.18793225
538,0.023260033,0.08766345,-0.3211853,0.27289128
539,0.25621557,0.13671523,0.08785461,0.12838316
540,-0.10337712,0.07480172,-0.14878511,0.19157685
541,0.08265777,-0.11033441,-0.20038544,-0.14685136
542,0.50819224,0.18541665,0.49563238,-0.082767196
543,0.21307915,-0.1302844,-0.4539704,-0.027352717
544,-0.2583439,-0.10516376,0.38218808,0.10037678
545,-0.2583439,-0.10516376,-0.27740633,-0.40773153
546,0.023260033,0.08766345,-0.08197885,-0.0686963
547,-0.2583439,-0.10516376,0.36090267,-0.39551574
548,0.21109217,0.25392368,-0.4539704,-0.027352717
549,-0.37808067,-0.035550196,-0.4539704,-0.027352717
550,-0.2583439,-0.10516376,-0.42725432,-0.22742124
551,0.14974117,0.06996657,-0.04188303,0.07437547
552,-0.037837155,-0.24487595,-0.40699583,0.045925137
553,-0.2583439,-0.10516376,0.08613342,0.15576772
554,-0.2583439,-0.10516376,-0.14395492,0.13763748
555,-0.2583439,-0.10516376,0.105004564,-0.124753386
556,0.17798541,0.1273484,-0.4539704,-0.027352717
557,0.65882194,-0.1744099,0.07261151,-0.7566695
558,-0.15879922,-0.029628174,-0.4539704,-0.027352717
559,0.15997508,-0.089505695,-0.4539704,-0.027352717
560,-0.2583439,-0.10516376,-0.033314247,0.03172877
561,0.27282968,-0.021007957,-0.4539704,-0.027352717
562,0.023260033,0.08766345,-0.4539704,-0.027352717
563,0.32228422,0.08739567,-0.4539704,-0.027352717
564,0.1297498,0.19242637,0.38218808,0.10037678
565,0.25737992,-0.09146109,-0.4539704,-0.027352717
566,0.25621557,0.13671523,-0.4539704,-0.027352717
567,0.1330766,0.2278698,0.38218808,0.10037678
568,-0.2583439,-0.10516376,-0.16192894,0.095916234
569,0.3284359,0.07451062,-0.0039339866,0.22013254
570,-0.2583439,-0.10516376,-0.27740633,-0.40773153
571,0.2171574,-0.09891219,-0.4539704,-0.027352717
572,0.20086576,-0.07542786,-0.4539704,-0.027352717
573,-0.2583439,-0.10516376,0.036484558,-0.13537887
574,0.19148695,-0.08511716,-0.4539704,-0.027352717
575,0.19148695,-0.08511716,-0.4539704,-0.027352717
576,-0.2583439,-0.10516376,0.09272069,0.09902079
577,0.18651764,0.062148206,-0.4539704,-0.027352717
578,-0.2583439,-0.10516376,-0.08197885,-0.0686963
579,0.28907958,0.13716184,-0.4539704,-0.027352717
580,-0.2583439,-0.10516376,-0.059421428,0.009839868
581,-0.15879922,-0.029628174,-0.4539704,-0.027352717
582,-0.2583439,-0.10516376,0.13390577,-0.0660039
583,-0.2583439,-0.10516376,-0.5177995,0.04331136
584,-0.20525467,-0.25675973,-0.4539704,-0.027352717
585,-0.2583439,-0.10516376,-0.13836454,0.10476604
586,-0.2583439,-0.10516376,-0.07418009,-0.10923463
587,-0.27023178,0.3723443,-0.4539704,-0.027352717
588,0.14012507,-0.011778441,-0.4539704,-0.027352717
589,-0.10344633,0.20088424,0.2383402,-0.103493
590,-0.2583439,-0.10516376,0.017691707,-0.3983351
591,0.22300945,0.29329488,-0.4539704,-0.027352717
592,-0.15263925,0.37135842,-0.17498095,0.03166224
593,0.23498864,0.097705364,0.05039924,-0.08411542
594,-0.2583439,-0.10516376,-0.08197885,-0.0686963
595,0.08120025,0.225394,0.38218808,0.10037678
596,-0.2583439,-0.10516376,0.27609596,0.14659701
597,0.36787185,0.4553429,0.102637194,-0.2672363
598,-0.2583439,-0.10516376,0.4069749,-0.03301481
599,0.2666602,0.3892322,-0.4539704,-0.027352717
600,0.113600716,-0.09251306,-0.4539704,-0.027352717
601,-0.2583439,-0.10516376,-0.033314247,0.03172877
602,0.17110234,0.20034723,-0.4539704,-0.027352717
603,-0.2583439,-0.10516376,0.5511934,0.103997104
604,-0.01373467,-0.04278355,0.5511934,0.103997104
605,0.14083877,-0.06181366,-0.4539704,-0.027352717
606,-0.2583439,-0.10516376,0.109238505,0.1631869
607,0.22782664,0.062124472,-0.4539704,-0.027352717
608,-0.2583439,-0.10516376,0.45863307,-0.06668589
609,-0.2583439,-0.10516376,-0.0019909039,0.06579312
610,-0.2583439,-0.10516376,0.3382348,0.087637745
611,-0.2583439,-0.10516376,0.55414927,0.1981015
612,0.17123526,0.39308107,-0.4539704,-0.027352717
613,0.274131,-0.43213093,0.07261151,-0.7566695
614,0.2113629,0.20968461,-0.005830636,0.33240378
615,-0.2583439,-0.10516376,-0.56347406,-0.08040332
616,-0.2583439,-0.10516376,0.6154063,0.2753765
617,0.19216935,-0.08796031,-0.4539704,-0.027352717
618,-0.2583439,-0.10516376,0.08749455,-0.06951847
619,-0.2583439,-0.10516376,-0.12114623,-0.02025789
620,0.65882194,-0.1744099,0.49469852,0.47982687
621,0.023260033,0.08766345,0.29080173,-0.2756488
622,-0.2583439,-0.10516376,-0.18986556,-0.22471261
623,-0.2583439,-0.10516376,0.08039721,0.22662042
624,0.06096795,0.16943756,-0.4539704,-0.027352717
625,0.274131,-0.43213093,0.07261151,-0.7566695
626,-0.081671745,-0.086332545,-0.4539704,-0.027352717
627,-0.2583439,-0.10516376,-0.26256254,0.3207338
628,-0.2583439,-0.10516376,-0.30531326,0.15230107
629,0.10972254,0.25925863,0.3369478,-0.15931086
630,-0.2583439,-0.10516376,0.073025666,0.025778301
631,-0.37808067,-0.035550196,-0.4539704,-0.027352717
632,-0.2583439,-0.10516376,0.2490234,-0.023172347
633,0.274131,-0.43213093,0.29733986,-0.40909714
634,0.113600716,-0.09251306,-0.4539704,-0.027352717
635,0.13805485,-0.17598262,-0.4539704,-0.027352717
636,0.17565536,-0.060864143,-0.4539704,-0.027352717
637,0.16445443,0.31950513,0.049445234,0.18495263
638,-0.2583439,-0.10516376,-0.1403744,0.04662938
639,-0.2583439,-0.10516376,-0.25018924,0.0003694425
640,-0.2583439,-0.10516376,-0.033314247,0.03172877
641,0.16445443,0.31950513,0.049445234,0.18495263
642,-0.2583439,-0.10516376,-0.0688088,-0.5185429
643,0.65882194,-0.1744099,-0.4539704,-0.027352717
644,0.06913493,-0.2037298,-0.22314368,-0.10466631
645,-0.041182566,-0.041972864,0.38218808,0.10037678
646,0.24287733,0.13763966,-0.4539704,-0.027352717
647,-0.2583439,-0.10516376,-0.34504297,0.01704021
648,0.16032737,0.22699769,0.38218808,0.10037678
649,-0.081671745,-0.086332545,-0.4539704,-0.027352717
650,-0.2583439,-0.10516376,0.0134423915,-0.019851916
651,-0.2583439,-0.10516376,-0.09794782,0.28222993
652,0.25621557,0.13671523,-0.4539704,-0.027352717
653,-0.2583439,-0.10516376,0.63422555,0.11807021
654,-0.2583439,-0.10516376,0.2867295,0.0718174
655,-0.2583439,-0.10516376,0.6590164,0.013289309
656,-0.2583439,-0.10516376,0.5207505,0.03370476
